AAPL,GOOG,MSFT
-0.9564188522973804,-0.30288021944530064,0.6714628297362024
-2.8173220507715313,-2.0845673233085504,-0.929013816102886
0.01024380249947665,-2.316278343675615,-1.4666987256552244
1.4032571955341577,-0.17179727921052823,1.2689116642264686
3.8484848484848566,0.31416965161186194,2.9397590361445847
0.10699348312421808,-1.29463395172551,-0.8192883895131065
-2.467936261173731,-0.7295729674016371,-1.2508850601840815
0.8866308029487957,0.7369706840390844,-0.5258126195028856
-0.37523452157598447,0.9457984721717105,-0.8649687650168159
-2.715829120824653,0.18418418418417737,-1.0421715947649068
-0.7743250127356105,1.2529475240797616,1.6654420769042444
2.5669986651607024,-0.2328840119205089,0.3372681281618828
0.7708479327259932,2.1977804593380945,-1.0084033613445453
2.602821378899267,3.1570593472958652,2.6194518554450763
0.5131680867544564,1.0395361492128607,0.11817537225240482
0.10596281668433516,-0.8784147677679432,-0.37771482530688516
-3.502694380292537,-3.0970135271855104,-9.241706161137452
5.6541683286797095,-1.6647009918601796,-3.4464751958224515
3.11467673430863,0.1297679905623239,1.9740400216333276
-1.4645308924485123,4.673447747712367,-3.8186157517899666
1.2540640966093752,-1.1312047424304916,2.17810862972152
0.018348623853214896,0.14420431474488904,0.7825148407986982
0.7613281966611707,-1.22397165539323,0.5622489959839383
0.7191624943104324,0.9226401703335663,1.4643237486687832
-0.8405639913232177,0.6481164709012832,-0.10495932826030119
0.6562756357670452,-0.5986214710603233,-0.10506960861570436
1.9288236892148758,1.7268893195030222,0.5521956350249768
2.3365316275764103,-0.18114927073412668,-0.4968619246862094
1.2674711346471135,1.2984097287184415,1.6557161629435102
0.48864123446206165,1.1210845153664106,1.8097207859358866
0.5971677188193247,-1.125093605596239,0.0507872016251909
0.6953867028493876,-0.5781841692066081,-0.10152284263958977
-0.21054404581438702,0.5871205083423092,-0.07621951219513035
0.8186344839226978,-0.7222283793268947,0.8390541571319465
2.6954629164573918,-1.3061194113159758,0.6555723651033851
-0.6194978806651541,0.7861249882175514,-0.1503006012024133
-2.5590551181102428,1.4514982604466597,-0.22579026593074758
1.2710437710437672,2.1350344776724928,0.17601206939903413
-1.5044468456487436,0.5253086865477652,-0.4769076305221054
0.48945147679324563,2.3183148670246068,0.0504413619167865
0.2099428955324223,0.4019095089332847,-1.3612301487269995
-0.6368892985837649,-0.047197021343559076,-0.511116790186561
-1.6530319642405256,0.34102833158446977,0.12843565373747978
0.14578509561786746,-1.3281045751634024,-1.7444843509492047
0.4281555060798192,0.20489993464398726,1.1488250652741616
-2.071964529331516,-2.432618237585704,-1.9101703665462155
-1.8197649107531522,-0.6901660373267893,-0.10526315789473051
1.8091521816246736,0.7859261011152308,-2.2918861959957737
-0.6968641114982521,-1.4747558620191614,0.8627662442706852
1.1052631578947425,1.3136198746839467,0.45442395081529696
1.6744750997744084,-0.6618564531004067,0.31931878658861823
1.1263759706459764,1.572825077822082,1.9363395225464153
-0.7594295840013587,-0.270623868666775,-0.49440541243819247
-1.2498937165207002,0.42590662401609247,1.3859832635983338
1.033235749956951,-0.2773652094554824,-0.05158627805004201
-0.4090676666098525,2.0366781510192444,0.10322580645161228
-2.6099606366592476,-1.9995427606703808,-3.3513792214488247
0.6941393550654595,-0.6478125112155952,-0.613496932515345
-0.7940663176265295,-1.230018965050117,-0.5904455179817414
2.5332043275573923,0.6729573549850043,-0.026997840172782173
-1.5355580337994224,-0.7302187023178086,-0.729138536321905
-0.14810942672939253,-0.993595608417186,0.16322089227420733
0.8637989704214144,-1.295580978431643,-1.0592069527430747
1.6176470588235237,0.23218364977717343,3.129289047488326
-1.0470758491529786,0.046702783485885746,-0.05323396326857299
-0.3269098417068128,0.8551955933152833,-0.26631158455391324
0.7595373726911658,-0.1536667098661515,0.1335113484646211
0.4283022100393996,-0.14277767476358338,0.5866666666666687
-0.19617877857385224,-0.15598016823573646,0.10604453870626251
-0.43586018289035744,-1.627331733898718,-0.26483050847457834
0.38626609442060644,0.40269217680644065,1.460435475305366
-0.4873877725523834,0.23913984973731317,-0.2355404344412504
-1.1256229592713551,-1.8259007401284943,-1.28541448058761
2.2855653080733562,2.160269411809712,3.109221365931414
-0.535259133389987,-0.26221647843268636,-0.6443298969072142
1.341077987528827,1.010309665546183,0.8300907911802824
0.8175994605529313,1.4147874100652658,0.8232570105479731
0.4765487835465265,3.301558203483035,10.436335799948981
1.8139457480445875,-1.4445173998686833,0.34658040665433987
-1.5773128473357212,-0.3043016367466844,2.348606953718635
-1.4697334551191599,-0.830804796994633,-0.20247469066367874
-2.7136355975054816,-2.138121949442706,-0.8566275924256184
3.0405405405405483,0.10421706926710961,0.04547521600728466
-0.19335855401430013,0.535415504740655,-0.8636363636363664
-2.257412398921832,-1.8454824512740942,-1.3296652911508389
-0.6290934160634309,-1.2396382818387175,-2.788104089219323
0.6244037811117931,1.2361222387547333,0.9082217973231277
1.878824441954663,1.416996419822869,2.2501184272856634
-1.015142542932057,-0.4682100256400701,-0.7875839703497922
-0.358943680027346,-1.2432331528840934,-0.04669624095259284
0.11150184406896191,0.10963254196281191,0.5839757066105955
2.3389307745030896,1.657792379441858,2.2991175104505324
-0.1423189619087495,-0.8450965824665646,-0.8626560726447075
1.0982562038900134,-0.2903437295120437,-0.5953743989008609
-0.09121817729496051,0.9505917715574075,-0.25339783460032184
-0.008300132802130378,0.3554414172993736,0.0
1.029301900888191,0.6008122090974899,-0.34642032332563577
0.8709226850710738,-0.4423881587436118,-1.089223638470449
-2.1992343406369685,-1.4422987909870177,-0.6560449859418949
1.8655784125926722,1.4032912533814113,2.193396226415101
-0.19622271277901504,-0.0018525722966344915,-0.34618047542118724
-1.1386909150487345,-1.4209492756308006,-1.2505789717461746
0.1988730527013649,0.35331040574317907,0.7973733583489517
-0.4465762487595115,0.971928313264292,-0.6514657980455918
0.12460541618208865,0.20957750658407992,-0.16393442622950616
-0.580768273458887,-0.6681349595602293,-1.0321369927281387
-0.550780272052076,-0.6279113098565325,-0.4740459824602916
-0.6629185197616905,-1.2187576172351111,-0.8811621814717951
